Month,Department,Complaint Type,Location Type,Zipcode,Borough
January,BCC - Brooklyn South,Missed Collection (All Materials),Sidewalk,11234,BROOKLYN
January,DOB Inspections - Queens,Construction,Street Address,11369,QUEENS
January,Manhattan 06,Sanitation Condition,Street,10003,MANHATTAN
January,Department of Transportation,Street Sign - Dangling,Street,10459,BRONX
January,BCC - Staten Island,Missed Collection (All Materials),Sidewalk,10305,STATEN ISLAND
January,Department of Transportation,Broken Muni Meter,Street,10463,BRONX
January,Department of Transportation,Broken Muni Meter,Street,10002,MANHATTAN
January,DOB Inspections - Queens,Construction,Street Address,11101,QUEENS
January,Department of Transportation,Broken Muni Meter,Street,10016,MANHATTAN
January,Brooklyn North 03,Missed Collection (All Materials),Sidewalk,11213,BROOKLYN
January,BCC - Brooklyn South,Derelict Bicycle,Street,11218,BROOKLYN
January,BCC - Staten Island,Missed Collection (All Materials),Sidewalk,10306,STATEN ISLAND
January,Department of Transportation,Broken Muni Meter,Street,10065,MANHATTAN
January,BCC - Brooklyn North,Sanitation Condition,Street,11212,BROOKLYN
January,Department of Parks and Recreation,Damaged Tree,Street,11429,QUEENS
January,BCC - Brooklyn South,Sanitation Condition,Street,11234,BROOKLYN
January,A - Staten Island,Dirty Conditions,Sidewalk,10304,STATEN ISLAND
January,BCC - Staten Island,Snow,Street,10314,STATEN ISLAND
January,A - Brooklyn,Dirty Conditions,Sidewalk,11215,BROOKLYN
January,BCC - Brooklyn South,Sanitation Condition,Street,11204,BROOKLYN
January,BCC - Brooklyn South,Sanitation Condition,Street,11219,BROOKLYN
January,Brooklyn North 03,Missed Collection (All Materials),Sidewalk,11206,BROOKLYN
January,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),10011,MANHATTAN
January,BCC - Brooklyn South,Missed Collection (All Materials),Sidewalk,11215,BROOKLYN
January,A - Staten Island,Other Enforcement,Sidewalk,10314,STATEN ISLAND
January,Department of Transportation,Broken Muni Meter,Street,11226,BROOKLYN
January,Department of Transportation,Street Condition,Street,10306,STATEN ISLAND
January,BCC - Brooklyn South,Missed Collection (All Materials),Sidewalk,11228,BROOKLYN
January,A - Bronx,Dirty Conditions,Sidewalk,10466,BRONX
January,Department of Transportation,Broken Muni Meter,Street,11206,BROOKLYN
January,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,Sidewalk,10466,BRONX
January,BCC - Bronx,Missed Collection (All Materials),Sidewalk,10470,BRONX
January,Manhattan 04,Missed Collection (All Materials),Sidewalk,10036,MANHATTAN
January,BCC - Brooklyn South,Dirty Conditions,Sidewalk,11236,BROOKLYN
January,Department of Transportation,Sidewalk Condition,Sidewalk,10010,MANHATTAN
January,A - Staten Island,Dirty Conditions,Sidewalk,10312,STATEN ISLAND
January,A - Queens,Dirty Conditions,Sidewalk,11385,QUEENS
January,BCC - Brooklyn South,Missed Collection (All Materials),Sidewalk,11234,BROOKLYN
January,Manhattan 05,Snow,Street,10010,MANHATTAN
January,BCC - Brooklyn North,Derelict Bicycle,Street,11217,BROOKLYN
January,BCC - Brooklyn South,Derelict Bicycle,Street,11217,BROOKLYN
January,Economic Development Corporation,Noise - Helicopter,Above Address,10017,MANHATTAN
January,BCC - Brooklyn North,Derelict Bicycle,Street,11201,BROOKLYN
January,BCC - Brooklyn North,Sanitation Condition,Street,11205,BROOKLYN
January,BCC - Brooklyn South,Snow,Street,11214,BROOKLYN
January,A - Queens,Dirty Conditions,Lot,11416,QUEENS
January,Department of Parks and Recreation,Damaged Tree,Street,11204,BROOKLYN
January,DOB Inspections - Queens,Construction,Street Address,11354,QUEENS
January,DOB Inspections - Queens,Construction,Street Address,11354,QUEENS
January,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10467,BRONX
January,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,Sidewalk,10454,BRONX
January,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,Sidewalk,10454,BRONX
January,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,Sidewalk,10454,BRONX
January,Department of Transportation,Street Sign - Missing,Street,11420,QUEENS
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11230,BROOKLYN
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10451,BRONX
January,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11204,BROOKLYN
January,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11212,BROOKLYN
January,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11233,BROOKLYN
January,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11226,BROOKLYN
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11213,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11210,BROOKLYN
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10457,BRONX
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11207,BROOKLYN
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10032,MANHATTAN
January,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11207,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10452,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11209,BROOKLYN
January,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10452,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10037,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10002,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10310,STATEN ISLAND
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11238,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11234,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10468,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11210,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10452,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11213,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10451,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10028,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11212,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11226,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11235,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11201,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11230,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10472,BRONX
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10453,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,BRONX
January,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10460,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10040,MANHATTAN
January,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11217,BROOKLYN
January,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10026,MANHATTAN
January,Department of Health and Mental Hygiene,Rodent,Construction Site,10025,MANHATTAN
January,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,11207,BROOKLYN
January,Department of Housing Preservation and Development,APPLIANCE,RESIDENTIAL BUILDING,11233,BROOKLYN
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10468,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10452,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11223,BROOKLYN
January,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,11212,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10462,BRONX
January,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10456,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10009,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10468,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10451,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11213,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11214,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11385,QUEENS
January,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11207,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11225,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10457,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11207,BROOKLYN
January,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10452,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,MANHATTAN
January,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10468,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10452,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10034,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10301,STATEN ISLAND
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10469,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10458,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11216,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11208,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10040,MANHATTAN
January,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10453,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10466,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10002,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11374,QUEENS
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11215,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11373,QUEENS
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10026,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10026,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11103,QUEENS
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10459,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10468,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11374,QUEENS
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10452,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11374,QUEENS
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10458,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11213,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10034,MANHATTAN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11213,BROOKLYN
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,11433,QUEENS
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10002,MANHATTAN
January,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,11225,BROOKLYN
January,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10453,BRONX
January,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10458,BRONX
January,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,3+ Family Apartment Building,10014,MANHATTAN
January,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10457,BRONX
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11207,BROOKLYN
January,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,11221,BROOKLYN
